Ticker,Date,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Price_D-1,XBI_Price_D1,XBI_Price_D5,XBI_Return_D1,XBI_Return_D5,row_id
ATNM,6/17/2024,7.82,7.93,7.48,0.014066496,-0.043478261,91.75,89.7,93.74,-0.022343324,0.021689373,1355
SLRX,6/17/2024,50.72397,52.19997,36.29998,0.029098669,-0.284362403,91.75,89.7,93.74,-0.022343324,0.021689373,1356
ENLV,6/17/2024,1.46,1.39,1.41,-0.047945205,-0.034246575,91.75,89.7,93.74,-0.022343324,0.021689373,1357
AZN,6/17/2024,125.1,124.28,124.78,-0.006554756,-0.002557954,91.75,89.7,93.74,-0.022343324,0.021689373,1358
AGIO,6/17/2024,44.11,42.59,45.23,-0.034459306,0.025391068,91.75,89.7,93.74,-0.022343324,0.021689373,1359
JNJ,6/17/2024,145.54,145.95,149.12,0.002817095,0.024598049,91.75,89.7,93.74,-0.022343324,0.021689373,1360
MRK,6/17/2024,129.48,127.5,132.96,-0.015291937,0.026876738,91.75,89.7,93.74,-0.022343324,0.021689373,1361
OVID,6/17/2024,3.29,0.7896,0.79,-0.76,-0.759878419,91.75,89.7,93.74,-0.022343324,0.021689373,1362
TAK,6/17/2024,13.1,13.17,12.88,0.005343511,-0.016793893,91.75,89.7,93.74,-0.022343324,0.021689373,1363
AZN,6/17/2024,125.1,124.28,124.78,-0.006554756,-0.002557954,91.75,89.7,93.74,-0.022343324,0.021689373,1364
LGND,6/17/2024,80.06,80.64,79.96,0.007244567,-0.001249063,91.75,89.7,93.74,-0.022343324,0.021689373,1365
MRNS,6/17/2024,53.53,53.53,54,0,0.008780123,91.75,89.7,93.74,-0.022343324,0.021689373,1366
ZNTL,6/18/2024,8.39,4.14,4.2,-0.506555423,-0.499404052,90.59,89.7,93.08,-0.009824484,0.027486478,1367
ZNTL,6/18/2024,8.39,4.14,4.2,-0.506555423,-0.499404052,90.59,89.7,93.08,-0.009824484,0.027486478,1368
IMCR,6/18/2024,36.99,35.94,35.44,-0.02838605,-0.041903217,90.59,89.7,93.08,-0.009824484,0.027486478,1369
AZN,6/18/2024,124.28,124.16,125.5,-0.000965562,0.009816543,90.59,89.7,93.08,-0.009824484,0.027486478,1370
PYPD,6/18/2024,4.185,4.11,3.8829,-0.017921147,-0.07218638,90.59,89.7,93.08,-0.009824484,0.027486478,1371
JNJ,6/18/2024,145.95,145.65,147.19,-0.002055498,0.00849606,90.59,89.7,93.08,-0.009824484,0.027486478,1372
TSHA,6/18/2024,4.03,2.97,2.465,-0.263027295,-0.388337469,90.59,89.7,93.08,-0.009824484,0.027486478,1373
CLNN,6/18/2024,7.472,7.602,7.2,0.017398287,-0.03640257,90.59,89.7,93.08,-0.009824484,0.027486478,1374
LGND,6/18/2024,80.64,80.54,78.9,-0.001240079,-0.021577381,90.59,89.7,93.08,-0.009824484,0.027486478,1375
MRK,6/18/2024,127.5,127.99,132.92,0.003843137,0.042509804,90.59,89.7,93.08,-0.009824484,0.027486478,1376
ERAS,6/18/2024,2,2.04,2.08,0.02,0.04,90.59,89.7,93.08,-0.009824484,0.027486478,1377
ASMB,6/18/2024,15.16,14.88,15.4,-0.018469657,0.015831135,90.59,89.7,93.08,-0.009824484,0.027486478,1378
RLMD,6/18/2024,3,3.03,2.99,0.01,-0.003333333,90.59,89.7,93.08,-0.009824484,0.027486478,1379
CGON,6/18/2024,33.73,33.89,31.43,0.004743552,-0.068188556,90.59,89.7,93.08,-0.009824484,0.027486478,1380
NGNE,6/18/2024,40,30.32,31.1,-0.242,-0.2225,90.59,89.7,93.08,-0.009824484,0.027486478,1381
XBIT,6/18/2024,6.08,5.26,4.8,-0.134868421,-0.210526316,90.59,89.7,93.08,-0.009824484,0.027486478,1382
ABBV,6/18/2024,169.68,171.36,170.75,0.00990099,0.006305988,90.59,89.7,93.08,-0.009824484,0.027486478,1383
LXRX,6/19/2024,1.75,1.75,1.68,0,-0.04,89.7,89.89,92.19,0.002118172,0.027759197,1384
VSTM,6/19/2024,3.27,3.27,3.07,0,-0.06116208,89.7,89.89,92.19,0.002118172,0.027759197,1385
TPST,6/20/2024,37.04999,26.12999,28.20999,-0.294736922,-0.238596556,89.7,92.38,92.86,0.029877369,0.03522854,1386
ALLO,6/20/2024,2.23,2.44,2.44,0.094170404,0.094170404,89.7,92.38,92.86,0.029877369,0.03522854,1387
PTCT,6/20/2024,35.62,33.29,34.66,-0.06541269,-0.026951151,89.7,92.38,92.86,0.029877369,0.03522854,1388
OCGN,6/20/2024,1.38,1.285,1.43,-0.06884058,0.036231884,89.7,92.38,92.86,0.029877369,0.03522854,1389
NNVC,6/20/2024,1.64,2.03,1.73,0.237804878,0.054878049,89.7,92.38,92.86,0.029877369,0.03522854,1390
ATAI,6/20/2024,1.27,1.33,1.32,0.047244094,0.039370079,89.7,92.38,92.86,0.029877369,0.03522854,1391
TRVN,6/20/2024,8.86,6.15,5.375,-0.305869074,-0.393340858,89.7,92.38,92.86,0.029877369,0.03522854,1392
TRVN,6/20/2024,8.86,6.15,5.375,-0.305869074,-0.393340858,89.7,92.38,92.86,0.029877369,0.03522854,1393
KYTX,6/20/2024,7.44,8.03,7.36,0.079301075,-0.010752688,89.7,92.38,92.86,0.029877369,0.03522854,1394
GILD,6/20/2024,63.15,68.49,68.83,0.08456057,0.089944576,89.7,92.38,92.86,0.029877369,0.03522854,1395
JNJ,6/20/2024,145.65,147.78,145.8,0.014624099,0.001029866,89.7,92.38,92.86,0.029877369,0.03522854,1396
NVS,6/20/2024,6,6.08,5.58,0.013333333,-0.07,89.7,92.38,92.86,0.029877369,0.03522854,1397
MNMD,6/20/2024,7.32,7.25,7.25,-0.009562842,-0.009562842,89.7,92.38,92.86,0.029877369,0.03522854,1398
JAZZ,6/20/2024,112.68,107.36,107.1,-0.047213348,-0.049520767,89.7,92.38,92.86,0.029877369,0.03522854,1399
SRPT,6/21/2024,123.5,160.72,158,0.301376518,0.279352227,89.89,93.74,92.71,0.042830126,0.031371676,1400
LXRX,6/21/2024,1.75,1.85,1.68,0.057142857,-0.04,89.89,93.74,92.71,0.042830126,0.031371676,1401
VRTX,6/21/2024,471.38,468.71,468.72,-0.00566422,-0.005643006,89.89,93.74,92.71,0.042830126,0.031371676,1402
LLY,6/21/2024,885.99,883.88,905.38,-0.002381517,0.021885123,89.89,93.74,92.71,0.042830126,0.031371676,1403
ARGX,6/21/2024,358.7,371.8,408.6,0.036520769,0.139113465,89.89,93.74,92.71,0.042830126,0.031371676,1404
BMY,6/21/2024,41.04,41.93,41.53,0.02168616,0.011939571,89.89,93.74,92.71,0.042830126,0.031371676,1405
CLNN,6/21/2024,7.824,7.926,7.124,0.01303681,-0.089468303,89.89,93.74,92.71,0.042830126,0.031371676,1406
ARVN,6/21/2024,25.3,25.22,26.62,-0.003162055,0.052173913,89.89,93.74,92.71,0.042830126,0.031371676,1407
JNJ,6/21/2024,147.78,148.75,146.16,0.006563811,-0.010962241,89.89,93.74,92.71,0.042830126,0.031371676,1408
JNJ,6/21/2024,147.78,148.75,146.16,0.006563811,-0.010962241,89.89,93.74,92.71,0.042830126,0.031371676,1409
MTVA,6/22/2024,4.06,4.06,4.84,0,0.192118227,92.38,93.74,92.71,0.014721801,0.003572202,1410
MNKD,6/22/2024,5.11,5.11,5.22,0,0.021526419,92.38,93.74,92.71,0.014721801,0.003572202,1411
XOMA,6/22/2024,24.45,24.45,23.69,0,-0.031083845,92.38,93.74,92.71,0.014721801,0.003572202,1412
TAK,6/22/2024,12.6,12.6,12.94,0,0.026984127,92.38,93.74,92.71,0.014721801,0.003572202,1413
ALT,6/23/2024,6.41,6.41,6.65,0,0.037441498,92.38,93.74,92.71,0.014721801,0.003572202,1414
NVO,6/23/2024,141.96,141.96,142.74,0,0.005494505,92.38,93.74,92.71,0.014721801,0.003572202,1415
GUTS,6/23/2024,4.51,4.51,4.27,0,-0.053215078,92.38,93.74,92.71,0.014721801,0.003572202,1416
TERN,6/23/2024,7.23,7.23,6.81,0,-0.058091286,92.38,93.74,92.71,0.014721801,0.003572202,1417
NVS,6/24/2024,5.76,5.7,5.88,-0.010416667,0.020833333,92.38,93.08,93.04,0.007577398,0.007144404,1418
BNTX,6/24/2024,84.64,86.61,78.83,0.023275047,-0.068643667,92.38,93.08,93.04,0.007577398,0.007144404,1419
ALNY,6/24/2024,165.7,222.9,243.32,0.345202173,0.468436934,92.38,93.08,93.04,0.007577398,0.007144404,1420
DYN,6/24/2024,35.02,35.63,35.49,0.017418618,0.013420902,92.38,93.08,93.04,0.007577398,0.007144404,1421
RGNX,6/24/2024,12.02,12.79,11.07,0.0640599,-0.079034942,92.38,93.08,93.04,0.007577398,0.007144404,1422
PBLA,6/24/2024,0.38,0.385,0.36,0.013157895,-0.052631579,92.38,93.08,93.04,0.007577398,0.007144404,1423
FDMT,6/24/2024,22.94,23.25,21.34,0.013513514,-0.069747167,92.38,93.08,93.04,0.007577398,0.007144404,1424
REVB,6/24/2024,101.28001,115.20001,89.76001,0.137440745,-0.113744065,92.38,93.08,93.04,0.007577398,0.007144404,1425
MTNB,6/24/2024,7.695,8.21,8.035,0.066926576,0.044184535,92.38,93.08,93.04,0.007577398,0.007144404,1426
VERU,6/24/2024,7.808,8.514,8.787,0.090420082,0.125384221,92.38,93.08,93.04,0.007577398,0.007144404,1427
BDRX,6/24/2024,265,223.5875,223.45,-0.156273585,-0.156792453,92.38,93.08,93.04,0.007577398,0.007144404,1428
MIRA,6/24/2024,0.7171,0.71005,0.659,-0.009831265,-0.081020778,92.38,93.08,93.04,0.007577398,0.007144404,1429
FBIO,6/24/2024,1.77,1.7,1.69,-0.039548023,-0.04519774,92.38,93.08,93.04,0.007577398,0.007144404,1430
HRMY,6/24/2024,30.13,30.1,30.42,-0.000995685,0.009624959,92.38,93.08,93.04,0.007577398,0.007144404,1431
CANF,6/24/2024,0.033,0.035,0.034,0.060606061,0.03030303,92.38,93.08,93.04,0.007577398,0.007144404,1432
ACET,6/24/2024,1.37,1.5,1.15,0.094890511,-0.160583942,92.38,93.08,93.04,0.007577398,0.007144404,1433
NNVC,6/24/2024,1.82,1.92,1.85,0.054945055,0.016483516,92.38,93.08,93.04,0.007577398,0.007144404,1434
DARE,6/24/2024,5.214,5.316,3.79,0.019562716,-0.273110855,92.38,93.08,93.04,0.007577398,0.007144404,1435
SRRK,6/24/2024,8.45,8.41,8.13,-0.004733728,-0.037869822,92.38,93.08,93.04,0.007577398,0.007144404,1436
KURA,6/24/2024,20.94,21.08,21.2,0.006685769,0.012416428,92.38,93.08,93.04,0.007577398,0.007144404,1437
ANIX,6/24/2024,2.52,2.5,2.22,-0.007936508,-0.119047619,92.38,93.08,93.04,0.007577398,0.007144404,1438
ARWR,6/24/2024,25.5,27.24,26.05,0.068235294,0.021568627,92.38,93.08,93.04,0.007577398,0.007144404,1439
ASND,6/24/2024,127.85,129.39,133.98,0.012045366,0.047946813,92.38,93.08,93.04,0.007577398,0.007144404,1440
SGMO,6/24/2024,0.4448,0.4698,0.33,0.056205036,-0.258093525,92.38,93.08,93.04,0.007577398,0.007144404,1441
AZN,6/25/2024,124.78,125.5,120.86,0.005770155,-0.031415291,93.74,92.19,91.36,-0.016535097,-0.025389375,1442
AZN,6/25/2024,124.78,125.5,120.86,0.005770155,-0.031415291,93.74,92.19,91.36,-0.016535097,-0.025389375,1443
QNCX,6/25/2024,0.705,0.6875,0.7375,-0.024822695,0.046099291,93.74,92.19,91.36,-0.016535097,-0.025389375,1444
HOWL,6/25/2024,2.61,2.34,2.06,-0.103448276,-0.210727969,93.74,92.19,91.36,-0.016535097,-0.025389375,1445
SNGX,6/25/2024,3.38,2.65,2.27,-0.215976331,-0.328402367,93.74,92.19,91.36,-0.016535097,-0.025389375,1446
UNCY,6/25/2024,6.827,5,4.8,-0.267613886,-0.296909331,93.74,92.19,91.36,-0.016535097,-0.025389375,1447
WVE,6/25/2024,5.21,4.77,5.22,-0.084452975,0.001919386,93.74,92.19,91.36,-0.016535097,-0.025389375,1448
BTAI,6/25/2024,19.04,18.88,17.92,-0.008403361,-0.058823529,93.74,92.19,91.36,-0.016535097,-0.025389375,1449
IONS,6/25/2024,44.68,47,45.14,0.051924799,0.010295434,93.74,92.19,91.36,-0.016535097,-0.025389375,1450
ALLR,6/25/2024,9.57001,6.24001,6.50401,-0.347962019,-0.320375841,93.74,92.19,91.36,-0.016535097,-0.025389375,1451
ABBV,6/25/2024,172.74,170.75,165.96,-0.011520204,-0.039249739,93.74,92.19,91.36,-0.016535097,-0.025389375,1452
AQST,6/25/2024,2.43,2.31,2.42,-0.049382716,-0.004115226,93.74,92.19,91.36,-0.016535097,-0.025389375,1453
LPCN,6/25/2024,9.3,8.15,7.56,-0.123655914,-0.187096774,93.74,92.19,91.36,-0.016535097,-0.025389375,1454
TVGN,6/25/2024,0.7786,0.698,0.711,-0.103519137,-0.086822502,93.74,92.19,91.36,-0.016535097,-0.025389375,1455
REGN,6/25/2024,1063.89,1071.19,1044.66,0.006861612,-0.018075177,93.74,92.19,91.36,-0.016535097,-0.025389375,1456
NTLA,6/25/2024,25,24,22.15,-0.04,-0.114,93.74,92.19,91.36,-0.016535097,-0.025389375,1457
ARGX,6/25/2024,405.5,425,410.9,0.048088779,0.013316893,93.74,92.19,91.36,-0.016535097,-0.025389375,1458
ANNX,6/25/2024,4.77,4.58,4.565,-0.039832285,-0.042976939,93.74,92.19,91.36,-0.016535097,-0.025389375,1459
SVRA,6/26/2024,3.8,3.84,4.33,0.010526316,0.139473684,93.08,92.86,90.87,-0.002363558,-0.023743017,1460
LYEL,6/26/2024,40.8,26.1,30.2,-0.360294118,-0.259803922,93.08,92.86,90.87,-0.002363558,-0.023743017,1461
TLSA,6/26/2024,0.97,0.9273,0.825,-0.044020619,-0.149484536,93.08,92.86,90.87,-0.002363558,-0.023743017,1462
NVO,6/26/2024,146.91,143.67,138.87,-0.022054319,-0.054727384,93.08,92.86,90.87,-0.002363558,-0.023743017,1463
RPTX,6/26/2024,3.41,3.37,3.18,-0.011730205,-0.06744868,93.08,92.86,90.87,-0.002363558,-0.023743017,1464
LGND,6/26/2024,78.9,77.82,82.7,-0.013688213,0.048162231,93.08,92.86,90.87,-0.002363558,-0.023743017,1465
MRK,6/26/2024,132.92,131.5,125.85,-0.010683118,-0.053189889,93.08,92.86,90.87,-0.002363558,-0.023743017,1466
MRK,6/27/2024,131.5,129.82,125.85,-0.012775665,-0.042965779,92.19,92.71,90.87,0.005640525,-0.014318256,1467
ABBV,6/27/2024,171.15,168.99,163.84,-0.012620508,-0.042711072,92.19,92.71,90.87,0.005640525,-0.014318256,1468
GMAB,6/27/2024,1791,1778.5,1738,-0.006979341,-0.029592406,92.19,92.71,90.87,0.005640525,-0.014318256,1469
XFOR,6/27/2024,30.00003,20.10302,16.93502,-0.329900003,-0.435499898,92.19,92.71,90.87,0.005640525,-0.014318256,1470
ONCY,6/27/2024,1.04,1.01,1.01,-0.028846154,-0.028846154,92.19,92.71,90.87,0.005640525,-0.014318256,1471
GLUE,6/27/2024,3.69,3.38,3.89,-0.08401084,0.054200542,92.19,92.71,90.87,0.005640525,-0.014318256,1472
SLN,6/27/2024,18.31,19,17.97,0.037684326,-0.018569088,92.19,92.71,90.87,0.005640525,-0.014318256,1473
GLUE,6/27/2024,3.69,3.38,3.89,-0.08401084,0.054200542,92.19,92.71,90.87,0.005640525,-0.014318256,1474
PPBT,6/27/2024,0.194,0.185,0.155,-0.046391753,-0.201030928,92.19,92.71,90.87,0.005640525,-0.014318256,1475
PRFX,6/27/2024,11.328,11.9568,11.0136,0.055508475,-0.027754237,92.19,92.71,90.87,0.005640525,-0.014318256,1476
CALC,6/27/2024,4.66,3.15,4.26,-0.324034335,-0.08583691,92.19,92.71,90.87,0.005640525,-0.014318256,1477
NLSP,6/27/2024,7.304,9.6,8.072,0.314348302,0.105147864,92.19,92.71,90.87,0.005640525,-0.014318256,1478
NLSP,6/27/2024,7.304,9.6,8.072,0.314348302,0.105147864,92.19,92.71,90.87,0.005640525,-0.014318256,1479
GANX,6/27/2024,1.27,1.25,1.16,-0.015748031,-0.086614173,92.19,92.71,90.87,0.005640525,-0.014318256,1480
ELTX,6/27/2024,6.44,6.89,3.68,0.069875776,-0.428571429,92.19,92.71,90.87,0.005640525,-0.014318256,1481
IMMP,6/27/2024,2.77,1.87,1.98,-0.324909747,-0.285198556,92.19,92.71,90.87,0.005640525,-0.014318256,1482
RCKT,6/28/2024,21.43,21.53,19.96,0.004666356,-0.068595427,92.86,93.04,91.71,0.001938402,-0.012384234,1483
MIRM,6/28/2024,33.11,34.19,34.43,0.032618544,0.03986711,92.86,93.04,91.71,0.001938402,-0.012384234,1484
AGEN,6/28/2024,14.12,16.75,15.13,0.186260623,0.071529745,92.86,93.04,91.71,0.001938402,-0.012384234,1485
JNJ,6/28/2024,145.8,146.16,146.48,0.002469136,0.004663923,92.86,93.04,91.71,0.001938402,-0.012384234,1486
OVID,7/1/2024,0.7692,0.8622,0.8358,0.120904836,0.086583463,92.71,91.36,93.23,-0.014561536,0.005608888,1487
NRSN,7/1/2024,1.12,1.08,1.1499,-0.035714286,0.026696429,92.71,91.36,93.23,-0.014561536,0.005608888,1488
TCON,7/1/2024,14.83,14.83,14.89,0,0.004045853,92.71,91.36,93.23,-0.014561536,0.005608888,1489
ARCT,7/1/2024,24.35,23.66,21.57,-0.028336756,-0.114168378,92.71,91.36,93.23,-0.014561536,0.005608888,1490
ARCT,7/1/2024,24.35,23.66,21.57,-0.028336756,-0.114168378,92.71,91.36,93.23,-0.014561536,0.005608888,1491
GILD,7/1/2024,68.61,68.64,67.55,0.000437254,-0.015449643,92.71,91.36,93.23,-0.014561536,0.005608888,1492
HOOK,7/1/2024,5.918,6.283,5.123,0.061676242,-0.134335924,92.71,91.36,93.23,-0.014561536,0.005608888,1493
RNAC,7/2/2024,24.27,15.77,16.78,-0.350226617,-0.308611454,93.04,90.87,94.37,-0.023323302,0.014294927,1494
FBIO,7/2/2024,1.69,1.67,1.72,-0.01183432,0.017751479,93.04,90.87,94.37,-0.023323302,0.014294927,1495
ANIP,7/2/2024,63.44,62.64,61.34,-0.01261034,-0.033102144,93.04,90.87,94.37,-0.023323302,0.014294927,1496
ANVS,7/2/2024,5.27,9.28,14.57,0.760910816,1.764705882,93.04,90.87,94.37,-0.023323302,0.014294927,1497
BMRN,7/2/2024,82.13,82.22,82.98,0.001095824,0.010349446,93.04,90.87,94.37,-0.023323302,0.014294927,1498
BDRX,7/2/2024,223.45,224.225,205.175,0.003468337,-0.081785634,93.04,90.87,94.37,-0.023323302,0.014294927,1499
BDRX,7/2/2024,223.45,224.225,205.175,0.003468337,-0.081785634,93.04,90.87,94.37,-0.023323302,0.014294927,1500
ALVO,7/2/2024,12.36,12.24,12.01,-0.009708738,-0.028317152,93.04,90.87,94.37,-0.023323302,0.014294927,1501
ARTL,7/2/2024,8.1,7.92,7.95,-0.022222222,-0.018518519,93.04,90.87,94.37,-0.023323302,0.014294927,1502
LLY,7/2/2024,914.37,906.71,932.5,-0.008377353,0.01982786,93.04,90.87,94.37,-0.023323302,0.014294927,1503
ARTL,7/3/2024,7.92,8.16,7.86,0.03030303,-0.007575758,91.36,90.87,95.48,-0.005363398,0.045096322,1504
INSM,7/3/2024,64.5,62,73.1,-0.03875969,0.133333333,91.36,90.87,95.48,-0.005363398,0.045096322,1505
IVA,7/5/2024,2.77,2.77,2.6,0,-0.061371841,90.87,93.23,98.96,0.025971168,0.089028282,1506
IDYA,7/8/2024,34.26,39.51,41.35,0.15323993,0.206946877,91.71,94.37,99.9,0.029004471,0.089303238,1507
BCDA,7/8/2024,2.97,2.91,3.54,-0.02020202,0.191919192,91.71,94.37,99.9,0.029004471,0.089303238,1508
ACET,7/8/2024,1.07,1.17,1.23,0.093457944,0.14953271,91.71,94.37,99.9,0.029004471,0.089303238,1509
XOMA,7/8/2024,25.63,24.65,26.97,-0.038236442,0.052282481,91.71,94.37,99.9,0.029004471,0.089303238,1510
MRUS,7/8/2024,53.34,55.71,58.1,0.044431946,0.089238845,91.71,94.37,99.9,0.029004471,0.089303238,1511
GMAB,7/8/2024,1755,1757.5,1809,0.001424501,0.030769231,91.71,94.37,99.9,0.029004471,0.089303238,1512
PHIO,7/8/2024,5.2447,5.72,4.6699,0.090624821,-0.109596354,91.71,94.37,99.9,0.029004471,0.089303238,1513
KYMR,7/8/2024,30.25,31.96,45,0.056528926,0.487603306,91.71,94.37,99.9,0.029004471,0.089303238,1514
SNY,7/8/2024,49.66,50.24,50.15,0.01167942,0.009867096,91.71,94.37,99.9,0.029004471,0.089303238,1515
SXTP,7/9/2024,13.87201,14.61601,14.04001,0.053633179,0.012110718,93.23,95.48,101.85,0.024133862,0.092459509,1516
MESO,7/9/2024,7.73,7.595,7.67,-0.017464424,-0.007761966,93.23,95.48,101.85,0.024133862,0.092459509,1517
PLUR,7/9/2024,5.78,5.7965,5.85,0.002854671,0.012110727,93.23,95.48,101.85,0.024133862,0.092459509,1518
AVTX,7/9/2024,13.15,12.86,12.5,-0.022053232,-0.049429658,93.23,95.48,101.85,0.024133862,0.092459509,1519
MNPR,7/9/2024,3.6895,3.705,3.695,0.004201111,0.001490717,93.23,95.48,101.85,0.024133862,0.092459509,1520
GANX,7/9/2024,1.12,1.18,1.3,0.053571429,0.160714286,93.23,95.48,101.85,0.024133862,0.092459509,1521
SNGX,7/9/2024,2,7.42,7.19,2.71,2.595,93.23,95.48,101.85,0.024133862,0.092459509,1522
QURE,7/9/2024,3.78,6.67,9.21,0.764550265,1.436507937,93.23,95.48,101.85,0.024133862,0.092459509,1523
QURE,7/9/2024,3.78,6.67,9.21,0.764550265,1.436507937,93.23,95.48,101.85,0.024133862,0.092459509,1524
KNSA,7/9/2024,19.86,20.23,22.35,0.018630413,0.125377644,93.23,95.48,101.85,0.024133862,0.092459509,1525
ARQT,7/9/2024,10.43,10.02,10.67,-0.039309684,0.023010547,93.23,95.48,101.85,0.024133862,0.092459509,1526
NRSN,7/9/2024,1.1499,0.9301,0.8785,-0.191147056,-0.236020524,93.23,95.48,101.85,0.024133862,0.092459509,1527
ARQT,7/9/2024,10.43,10.02,10.67,-0.039309684,0.023010547,93.23,95.48,101.85,0.024133862,0.092459509,1528
LSTA,7/9/2024,3.34,3.36,3.7,0.005988024,0.107784431,93.23,95.48,101.85,0.024133862,0.092459509,1529
VRPX,7/10/2024,29,42.5,36.25,0.465517241,0.25,94.37,97.96,99.8,0.038041751,0.057539472,1530
OKYO,7/10/2024,1.19,1.17,1.6,-0.016806723,0.344537815,94.37,97.96,99.8,0.038041751,0.057539472,1531
KZIA,7/10/2024,9.6,33.41,32.93,2.480208333,2.430208333,94.37,97.96,99.8,0.038041751,0.057539472,1532
MBRX,7/10/2024,3.252,3.39,4.435,0.042435424,0.363776138,94.37,97.96,99.8,0.038041751,0.057539472,1533
OGEN,7/10/2024,31.80318,35.40354,33.60336,0.113207547,0.056603774,94.37,97.96,99.8,0.038041751,0.057539472,1534
PFE,7/11/2024,28.35,28.66,29.71,0.010934744,0.047971781,95.48,98.96,97.54,0.036447424,0.021575199,1535
NVO,7/11/2024,142.74,139.79,129.99,-0.020666947,-0.089323245,95.48,98.96,97.54,0.036447424,0.021575199,1536
BDRX,7/11/2024,177.775,270,235.125,0.518773731,0.322598791,95.48,98.96,97.54,0.036447424,0.021575199,1537
ARMP,7/11/2024,2.68,3,3.02,0.119402985,0.126865672,95.48,98.96,97.54,0.036447424,0.021575199,1538
CANF,7/11/2024,0.035,0.038,0.046,0.085714286,0.314285714,95.48,98.96,97.54,0.036447424,0.021575199,1539
IMMP,7/11/2024,2,2.01,1.94,0.005,-0.03,95.48,98.96,97.54,0.036447424,0.021575199,1540
VSTM,7/12/2024,2.98,3.36,3.32,0.127516779,0.11409396,97.96,99.9,97.51,0.019804002,-0.004593712,1541
ABBV,7/12/2024,169.91,170.28,172.32,0.002177623,0.01418398,97.96,99.9,97.51,0.019804002,-0.004593712,1542
BNTC,7/15/2024,9.47,10.2,8.96,0.077085533,-0.053854277,98.96,101.85,98.89,0.029203719,-0.000707357,1543
LXEO,7/15/2024,17.6,13.01,11.54,-0.260795455,-0.344318182,98.96,101.85,98.89,0.029203719,-0.000707357,1544
LXEO,7/15/2024,17.6,13.01,11.54,-0.260795455,-0.344318182,98.96,101.85,98.89,0.029203719,-0.000707357,1545
SCNI,7/15/2024,4.06,5.89,4.31,0.450738916,0.061576355,98.96,101.85,98.89,0.029203719,-0.000707357,1546
MIRA,7/15/2024,0.5892,0.74,5.01,0.255940258,7.50305499,98.96,101.85,98.89,0.029203719,-0.000707357,1547
ADXN,7/15/2024,0.0592,0.0636,0.062,0.074324324,0.047297297,98.96,101.85,98.89,0.029203719,-0.000707357,1548
ANIP,7/15/2024,63.5,63.22,62.07,-0.004409449,-0.022519685,98.96,101.85,98.89,0.029203719,-0.000707357,1549
PLRX,7/15/2024,12.75,13.23,12.53,0.037647059,-0.017254902,98.96,101.85,98.89,0.029203719,-0.000707357,1550
ARTL,7/15/2024,7.7694,7.98,8.34,0.02710634,0.073441965,98.96,101.85,98.89,0.029203719,-0.000707357,1551
KYTX,7/15/2024,9.79,9.91,9.71,0.012257406,-0.008171604,98.96,101.85,98.89,0.029203719,-0.000707357,1552
SLS,7/16/2024,1.09,1.14,1.175,0.04587156,0.077981651,99.9,99.8,99.76,-0.001001001,-0.001401401,1553
PASG,7/16/2024,18.426,19.022,16.62,0.032345599,-0.098013676,99.9,99.8,99.76,-0.001001001,-0.001401401,1554
ANVS,7/16/2024,12.64,12.51,10.65,-0.01028481,-0.157436709,99.9,99.8,99.76,-0.001001001,-0.001401401,1555
CLDX,7/16/2024,39.55,39.98,38.84,0.010872314,-0.01795196,99.9,99.8,99.76,-0.001001001,-0.001401401,1556
CLDX,7/16/2024,39.55,39.98,38.84,0.010872314,-0.01795196,99.9,99.8,99.76,-0.001001001,-0.001401401,1557
LSTA,7/16/2024,3.65,3.7,3.495,0.01369863,-0.042465753,99.9,99.8,99.76,-0.001001001,-0.001401401,1558
CMND,7/16/2024,2.22,1.83,1.66,-0.175675676,-0.252252252,99.9,99.8,99.76,-0.001001001,-0.001401401,1559
FDMT,7/17/2024,26.75,18.2,17.94,-0.319626168,-0.329345794,101.85,97.54,99.04,-0.042317133,-0.027589593,1560
ADVM,7/17/2024,8.92,8.78,7.87,-0.015695067,-0.117713004,101.85,97.54,99.04,-0.042317133,-0.027589593,1561
ATHE,7/17/2024,2.0077,2.135,1.595,0.063405887,-0.205558599,101.85,97.54,99.04,-0.042317133,-0.027589593,1562
